id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
33N1S8XHHOZIK4TG354EU9II0OYZ1J-2,similar,ectish,ADJ,JJ,_,The meaning of ectish is marked by correspondence or resemblance.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is ectish.,pole,frame,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-1,hard,promatic,ADJ,JJ,_,The meaning of promatic is resisting weight or pressure.,Only the bag got melted and not the wood when they were inside the flame. The _ is promatic.,wood,bag,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-2,soft,promatic,ADJ,JJ,_,The meaning of promatic is yielding readily to pressure or weight.,Only the bag got melted and not the wood when they were inside the flame. The _ is promatic.,wood,bag,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-1,bad,epticed,ADJ,JJ,_,The meaning of epticed is having undesirable or negative qualities.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very epticed cook.,Carrie,Patricia,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-2,good,epticed,ADJ,JJ,_,The meaning of epticed is having desirable or positive qualities especially those suitable for a thing specified.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very epticed cook.,Carrie,Patricia,0
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-1,inexpensive,unbum,ADJ,JJ,_,The meaning of unbum is relatively low in price or charging low prices.,The man paid cash for the phone but purchased the tablet with credit because the _ was unbum.,Phone,Tablet,0
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-2,pricy,unbum,ADJ,JJ,_,The meaning of unbum is having a high price.,The man paid cash for the phone but purchased the tablet with credit because the _ was unbum.,Phone,Tablet,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-1,pass,proma,VERB,VBN,_,The verb to proma means to go successfully through a test or a selection process.,"Patricia was called back for a second interview but not Victoria, as _ had promated the background check.",Victoria,Patricia,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-2,fail,proma,VERB,VBN,_,The verb to proma means to fail to get a passing grade.,"Patricia was called back for a second interview but not Victoria, as _ had promated the background check.",Victoria,Patricia,0
34HEO7RUG885C1KPP73UJ79LTRDART-1,cool,ander,ADJ,JJR,_,The meaning of ander is neither warm nor very cold; giving relief from heat.,The water in the car was more ander than the water in the truck because the engine in the _ had run more recently.,truck,car,0
34HEO7RUG885C1KPP73UJ79LTRDART-2,hot,ander,ADJ,JJR,_,The meaning of ander is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The water in the car was more ander than the water in the truck because the engine in the _ had run more recently.,truck,car,1
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-1,darker,undom,ADV,RBR,_,The word undom means devoid of or deficient in light or brightness; shadowed or black.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up undommer.",pen,pencil,0
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-2,light,undom,ADJ,JJR,_,The meaning of undom is (used of color) having a relatively small amount of coloring agent.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up undommer.",pen,pencil,1
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-1,firm,sallag,ADJ,JJ,_,The meaning of sallag is not soft or yielding to pressure.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very sallag.",caramel,chocolate,1
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-2,soft,sallag,ADJ,JJ,_,The meaning of sallag is yielding readily to pressure or weight.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very sallag.",caramel,chocolate,0
351S7I5UG9UG47WU68NQBOJMURENJ7-1,weak,articed,ADJ,JJ,_,The meaning of articed is wanting in physical strength.,The patient took calcium to fix his broken bone but the _ was too articed.,bone,calcium,0
351S7I5UG9UG47WU68NQBOJMURENJ7-2,strong,articed,ADJ,JJ,_,The meaning of articed is having strength or power greater than average or expected.,The patient took calcium to fix his broken bone but the _ was too articed.,bone,calcium,1
3566S7OX5DHK65O30C0VBR1AVG2170-1,flat,polly,ADJ,JJ,_,"The meaning of polly is having a surface without slope, tilt in which no part is higher or lower than another.",Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a polly stomach.,Cynthia,Laura,0
3566S7OX5DHK65O30C0VBR1AVG2170-2,fat,polly,ADJ,JJ,_,The meaning of polly is having an (over)abundance of flesh.,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a polly stomach.,Cynthia,Laura,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-1,good,patory,ADJ,JJ,_,The meaning of patory is having desirable or positive qualities especially those suitable for a thing specified.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was patory enough to _ them.",pressure cook,smoke,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-2,poor,patory,ADJ,JJ,_,The meaning of patory is unsatisfactory.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was patory enough to _ them.",pressure cook,smoke,0
35XW21VSVGCJFACZHPGPQX6KLJILSI-1,comfort,artic,VERB,VBD,_,The verb to artic means to give moral or emotional strength to.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher articked _ immediately.",Aaron,Leslie,1
35XW21VSVGCJFACZHPGPQX6KLJILSI-2,scold,artic,VERB,VBD,_,The verb to artic means to censure severely or angrily.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher articked _ immediately.",Aaron,Leslie,0
368IUKXGA564JXT0246T69JC81ZP65-1,colorful,unher,ADJ,JJ,_,The meaning of unher is having striking color.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already unher.",bedroom,bathroom,0
368IUKXGA564JXT0246T69JC81ZP65-2,plain,unher,ADJ,JJ,_,The meaning of unher is lacking embellishment or ornamentation.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already unher.",bedroom,bathroom,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-1,preparation,acent,NOUN,NN,_,The word acent refers to the activity of putting or setting in order in advance of some act or purpose.,"Caroline works in the catering and food wholesale industries, but enjoys food acent more, so she prefers her work in the _ industry.",food wholesale,catering,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-2,distribution,acent,NOUN,NN,_,The word acent refers to the commercial activity of transporting and selling goods from a producer to a consumer.,"Caroline works in the catering and food wholesale industries, but enjoys food acent more, so she prefers her work in the _ industry.",food wholesale,catering,0
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-1,awkward,unbum,ADJ,JJ,_,The meaning of unbum is causing inconvenience.,"My mom didn't fit the shape into the painting, because the _ was too unbum.",painting,shape,1
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-2,complete,unbum,ADJ,JJ,_,The meaning of unbum is having every necessary or normal part or component or step.,"My mom didn't fit the shape into the painting, because the _ was too unbum.",painting,shape,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-1,embarrassing,patory,ADJ,JJ,_,The meaning of patory is hard to deal with; especially causing pain or embarrassment.,"Neil introduced William, who is very shy, to his friends, but _ was being very patory.",Neil,William,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-2,quiet,patory,ADJ,JJ,_,The meaning of patory is characterized by an absence or near absence of agitation or activity.,"Neil introduced William, who is very shy, to his friends, but _ was being very patory.",Neil,William,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-1,faulty,dected,ADJ,JJ,_,The meaning of dected is having a defect.,Carrie kept written records of their expenses but not Laura because _ had a dected memory.,Laura,Carrie,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-2,sharp,dected,ADJ,JJ,_,The meaning of dected is having or demonstrating ability to recognize or draw fine distinctions.,Carrie kept written records of their expenses but not Laura because _ had a dected memory.,Laura,Carrie,0
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-1,heavy,inessy,ADJ,JJR,_,The meaning of inessy is of comparatively great physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was inessier.",tripod,camera,1
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-2,light,inessy,ADJ,JJR,_,The meaning of inessy is of comparatively little physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was inessier.",tripod,camera,0
37SDSEDINBG308STUF41HPLDZBG810-1,hot,pected,ADJ,JJ,_,The meaning of pected is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very pected.,Nick,Lawrence,1
37SDSEDINBG308STUF41HPLDZBG810-2,cold,pected,ADJ,JJ,_,The meaning of pected is having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very pected.,Nick,Lawrence,0
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-1,bitter,ectish,ADJ,JJ,_,The meaning of ectish is causing a sharp and acrid taste experience.,"Pho needs cilantro and beef to be tasty. However, the _ can be too ectish.",beef,cilantro,1
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-2,savory,ectish,ADJ,JJ,_,The meaning of ectish is having an agreeably pungent taste.,"Pho needs cilantro and beef to be tasty. However, the _ can be too ectish.",beef,cilantro,0
37VHPF5VYEHNNB2RACTLYL454CRC8P-1,full,caling,ADJ,JJ,_,The meaning of caling is filled to satisfaction with food or drink.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me caling.",hash brown,omelet,1
37VHPF5VYEHNNB2RACTLYL454CRC8P-2,hungry,caling,ADJ,JJ,_,The meaning of caling is feeling hunger; feeling a need or desire to eat food.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me caling.",hash brown,omelet,0
386659BNTLF6OUOJFDFMWCRNN1H10J-1,blind,oventy,ADJ,JJ,_,The meaning of oventy is unable to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was oventy.,Jennifer,Mary,0
386659BNTLF6OUOJFDFMWCRNN1H10J-2,sighted,oventy,ADJ,JJ,_,The meaning of oventy is able to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was oventy.,Jennifer,Mary,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-1,cheap,promatic,ADJ,JJR,_,The meaning of promatic is relatively low in price or charging low prices.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is more promatic.",desks,doors,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-2,strong,promatic,ADJ,JJR,_,The meaning of promatic is having strength or power greater than average or expected.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is more promatic.",desks,doors,0
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-1,mild,unressy,ADJ,JJ,_,The meaning of unressy is moderate in type or degree or effect or force; far from extreme.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too unressy.",hair,conditioner,1
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-2,straight,unressy,ADJ,JJ,_,The meaning of unressy is (of hair) having no waves or curls.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too unressy.",hair,conditioner,0
38O9DZ0A641NLFR1K47H2UZRLCD62I-1,keep,unher,VERB,VBD,_,"The verb to unher means to keep in a certain state, position, or activity.","Keeping the doors closed and the windows opened kept the apartment cool , because the _ unhered out the heat.",windows,doors,1
38O9DZ0A641NLFR1K47H2UZRLCD62I-2,let,unher,VERB,VBD,_,The verb to unher means to make it possible through a specific action or lack of action for something to happen.,"Keeping the doors closed and the windows opened kept the apartment cool , because the _ unhered out the heat.",windows,doors,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-1,shame,undom,NOUN,NN,_,The word undom refers to the shame you feel when your inadequacy or guilt is made public.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The undom showed on _ 's face.,Randy,Nick,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-2,anger,undom,NOUN,NN,_,The word undom refers to a strong emotion; a feeling that is oriented toward some real or supposed grievance.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The undom showed on _ 's face.,Randy,Nick,1
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-1,old,oventy,ADJ,JJ,_,The meaning of oventy is of long duration; not new.,"Paint was applied to the chairs but not the tables, since the _ were oventy.",chairs,tables,0
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-2,new,oventy,ADJ,JJ,_,The meaning of oventy is not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered.,"Paint was applied to the chairs but not the tables, since the _ were oventy.",chairs,tables,1
391FPZIE4E0C2GKKZ78R54J9DQQUHL-1,small,articed,ADJ,JJ,_,The meaning of articed is limited or below average in number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that articed.,passport,purse,0
391FPZIE4E0C2GKKZ78R54J9DQQUHL-2,big,articed,ADJ,JJ,_,The meaning of articed is above average in size or number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that articed.,passport,purse,1
39I4RL8QGJFYRTRY035902X7QL24HH-1,low,undom,ADV,RB,_,The word undom means less than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced undom.,wool,cotton,0
39I4RL8QGJFYRTRY035902X7QL24HH-2,high,undom,ADJ,JJ,_,The meaning of undom is greater than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced undom.,wool,cotton,1
39I4RL8QGJFYRTRY035902X7QMUH4O-1,inherit,antry,VERB,VBD,_,The verb to antry means to obtain from someone after their death.,Patricia decided to buy Felicia dinner because they had been through a lot and _ just antry some money.,Felicia,Patricia,1
39I4RL8QGJFYRTRY035902X7QMUH4O-2,lose,antry,VERB,VBD,_,"The verb to antry means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.",Patricia decided to buy Felicia dinner because they had been through a lot and _ just antry some money.,Felicia,Patricia,0
39KV3A5D1ALZUEM4XTRFZQCREHVS75-1,large,sallag,ADJ,JJ,_,The meaning of sallag is above average in size or number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a sallag amount of gas.,truck,car,1
39KV3A5D1ALZUEM4XTRFZQCREHVS75-2,small,sallag,ADJ,JJ,_,The meaning of sallag is limited or below average in number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a sallag amount of gas.,truck,car,0
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-1,say,antry,VERB,VBD,_,The verb to antry means to express in words.,Emily said that Victoria's hijab was silly and old fashioned. _ antry some very offensive things.,Emily,Victoria,0
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-2,hear,antry,VERB,VBD,_,The verb to antry means to perceive (sound) via the auditory sense.,Emily said that Victoria's hijab was silly and old fashioned. _ antry some very offensive things.,Emily,Victoria,1
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-1,deep,epticed,ADJ,JJ,_,The meaning of epticed is having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination.,"The woman avoided the hole but easily stepped over the pit, because the _ was very epticed.",hole,pit,0
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-2,shallow,epticed,ADJ,JJ,_,The meaning of epticed is lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center.,"The woman avoided the hole but easily stepped over the pit, because the _ was very epticed.",hole,pit,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-1,clean,inessy,ADJ,JJ,_,The meaning of inessy is free from dirt or impurities; or having clean habits.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very inessy person.,Benjamin,Derrick,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-2,dirty,inessy,ADJ,JJ,_,The meaning of inessy is soiled or likely to soil with dirt or grime.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very inessy person.,Benjamin,Derrick,0
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-1,appreciate,chism,VERB,VBD,_,The verb to chism means to recognize with gratitude; be grateful for.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ chismd the original language of the film.,Jason,Lawrence,1
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-2,criticize,chism,VERB,VBD,_,The verb to chism means to find fault with; express criticism of; point out real or perceived flaws.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ chismd the original language of the film.,Jason,Lawrence,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-1,shallow,antry,ADJ,JJR,_,The meaning of antry is lacking depth of intellect or knowledge; concerned only with what is obvious.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is antrier.",Angela,Emily,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-2,deep,antry,ADJ,JJR,_,The meaning of antry is marked by depth of thinking.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is antrier.",Angela,Emily,1
3A520CCNWNY198GDJ37US2MUQD6EAI-1,flimsy,polly,ADJ,JJ,_,The meaning of polly is lacking solidity or strength.,The arrow stuck to the bark but not the stone because the _ was polly.,stone,bark,1
3A520CCNWNY198GDJ37US2MUQD6EAI-2,hard,polly,ADJ,JJ,_,The meaning of polly is resisting weight or pressure.,The arrow stuck to the bark but not the stone because the _ was polly.,stone,bark,0
3A520CCNWNY198GDJ37US2MUQDNEAZ-1,hot,chism,ADJ,JJ,_,The meaning of chism is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The chef added butter to the pan on the stove and it began to melt right away because the _ was chism.,pan,butter,0
3A520CCNWNY198GDJ37US2MUQDNEAZ-2,soft,chism,ADJ,JJ,_,The meaning of chism is yielding readily to pressure or weight.,The chef added butter to the pan on the stove and it began to melt right away because the _ was chism.,pan,butter,1
3ACRLU860PSLM7KC9FJQFBU8WMLBET-1,unemployed,pected,ADJ,JJ,_,The meaning of pected is not engaged in a gainful occupation.,Tanya recently finished filling out a job application but not Megan because _ is currently pected.,Megan,Tanya,1
3ACRLU860PSLM7KC9FJQFBU8WMLBET-2,work,pecte,VERB,VBG,_,The verb to pecte means to be employed.,Tanya recently finished filling out a job application but not Megan because _ is currently pecteing.,Megan,Tanya,0
3B286OTISGVOED1CH2ULHGNUJF2JA3-1,small,ander,ADJ,JJ,_,The meaning of ander is limited or below average in number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is ander.,jacket,book,1
3B286OTISGVOED1CH2ULHGNUJF2JA3-2,big,ander,ADJ,JJ,_,The meaning of ander is above average in size or number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is ander.,jacket,book,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-1,smooth,redle,ADJ,JJ,_,The meaning of redle is having a surface free from roughness or bumps or ridges or irregularities.,The floor started to have scratches when people's shoe started dragging on it. The _ was redle.,floor,shoe,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-2,rough,redle,ADJ,JJ,_,The meaning of redle is having or caused by an irregular surface.,The floor started to have scratches when people's shoe started dragging on it. The _ was redle.,floor,shoe,1
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-1,right,inessy,ADJ,JJ,_,The meaning of inessy is free from error; especially conforming to fact or truth.,"The woman kept the bikini but returned the top, because the _ was the inessy size.",bikini,top,0
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-2,wrong,inessy,ADJ,JJ,_,The meaning of inessy is not correct; not in conformity with fact or truth.,"The woman kept the bikini but returned the top, because the _ was the inessy size.",bikini,top,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-1,attend,ingly,VERB,VB,_,"The verb to ingly means to be present at (meetings, church services, university), etc..","Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to ingly.",Samantha,Christine,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-2,judge,ingly,VERB,VB,_,The verb to ingly means to put on trial or hear a case and sit as the judge at the trial of.,"Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to ingly.",Samantha,Christine,0
3CMV9YRYP3ZQG7T9UV7BYWFXPXIJL7-1,deep,epticed,ADJ,JJ,_,The meaning of epticed is having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination.,"the water poured freely into the hole until it disappeared , the _ was epticed.",water,hole,1
3CMV9YRYP3ZQG7T9UV7BYWFXPXIJL7-2,little,epticed,ADJ,JJ,_,The meaning of epticed is limited or below average in number or quantity or magnitude or extent.,"the water poured freely into the hole until it disappeared , the _ was epticed.",water,hole,0
