id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
351S7I5UG9UG47WU68NQBOJMURENJ7-2,strong,strong,ADJ,JJ,_,The meaning of strong is having strength or power greater than average or expected.,The patient took calcium to fix his broken bone but the _ was too strong.,bone,calcium,1
3566S7OX5DHK65O30C0VBR1AVG2170-1,flat,flat,ADJ,JJ,_,"The meaning of flat is having a surface without slope, tilt in which no part is higher or lower than another.",Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a flat stomach.,Cynthia,Laura,0
3566S7OX5DHK65O30C0VBR1AVG2170-2,fat,fat,ADJ,JJ,_,The meaning of fat is having an (over)abundance of flesh.,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a fat stomach.,Cynthia,Laura,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-1,good,good,ADJ,JJ,_,The meaning of good is having desirable or positive qualities especially those suitable for a thing specified.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was good enough to _ them.",pressure cook,smoke,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-2,poor,poor,ADJ,JJ,_,The meaning of poor is unsatisfactory.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was poor enough to _ them.",pressure cook,smoke,0
35XW21VSVGCJFACZHPGPQX6KLJILSI-1,comfort,comfort,VERB,VBD,_,The verb to comfort means to give moral or emotional strength to.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher comforted _ immediately.",Aaron,Leslie,1
35XW21VSVGCJFACZHPGPQX6KLJILSI-2,scold,scold,VERB,VBD,_,The verb to scold means to censure severely or angrily.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher scolded _ immediately.",Aaron,Leslie,0
368IUKXGA564JXT0246T69JC81ZP65-1,colorful,colorful,ADJ,JJ,_,The meaning of colorful is having striking color.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already colorful.",bedroom,bathroom,0
368IUKXGA564JXT0246T69JC81ZP65-2,plain,plain,ADJ,JJ,_,The meaning of plain is lacking embellishment or ornamentation.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already plain.",bedroom,bathroom,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-1,preparation,preparation,NOUN,NN,_,The word preparation refers to the activity of putting or setting in order in advance of some act or purpose.,"Caroline works in the catering and food wholesale industries, but enjoys food preparation more, so she prefers her work in the _ industry.",food wholesale,catering,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-2,distribution,distribution,NOUN,NN,_,The word distribution refers to the commercial activity of transporting and selling goods from a producer to a consumer.,"Caroline works in the catering and food wholesale industries, but enjoys food distribution more, so she prefers her work in the _ industry.",food wholesale,catering,0
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-1,awkward,awkward,ADJ,JJ,_,The meaning of awkward is causing inconvenience.,"My mom didn't fit the shape into the painting, because the _ was too awkward.",painting,shape,1
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-2,complete,complete,ADJ,JJ,_,The meaning of complete is having every necessary or normal part or component or step.,"My mom didn't fit the shape into the painting, because the _ was too complete.",painting,shape,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-1,embarrassing,embarrassing,ADJ,JJ,_,The meaning of embarrassing is hard to deal with; especially causing pain or embarrassment.,"Neil introduced William, who is very shy, to his friends, but _ was being very embarrassing.",Neil,William,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-2,quiet,quiet,ADJ,JJ,_,The meaning of quiet is characterized by an absence or near absence of agitation or activity.,"Neil introduced William, who is very shy, to his friends, but _ was being very quiet.",Neil,William,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-1,faulty,faulty,ADJ,JJ,_,The meaning of faulty is having a defect.,Carrie kept written records of their expenses but not Laura because _ had a faulty memory.,Laura,Carrie,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-2,sharp,sharp,ADJ,JJ,_,The meaning of sharp is having or demonstrating ability to recognize or draw fine distinctions.,Carrie kept written records of their expenses but not Laura because _ had a sharp memory.,Laura,Carrie,0
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-1,heavy,heavy,ADJ,JJR,_,The meaning of heavy is of comparatively great physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was heavier.",tripod,camera,1
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-2,light,light,ADJ,JJR,_,The meaning of light is of comparatively little physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was lighter.",tripod,camera,0
37SDSEDINBG308STUF41HPLDZBG810-1,hot,hot,ADJ,JJ,_,The meaning of hot is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very hot.,Nick,Lawrence,1
37SDSEDINBG308STUF41HPLDZBG810-2,cold,cold,ADJ,JJ,_,The meaning of cold is having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very cold.,Nick,Lawrence,0
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-1,bitter,bitter,ADJ,JJ,_,The meaning of bitter is causing a sharp and acrid taste experience.,"Pho needs cilantro and beef to be tasty. However, the _ can be too bitter.",beef,cilantro,1
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-2,savory,savory,ADJ,JJ,_,The meaning of savory is having an agreeably pungent taste.,"Pho needs cilantro and beef to be tasty. However, the _ can be too savory.",beef,cilantro,0
37VHPF5VYEHNNB2RACTLYL454CRC8P-1,full,full,ADJ,JJ,_,The meaning of full is filled to satisfaction with food or drink.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me full.",hash brown,omelet,1
37VHPF5VYEHNNB2RACTLYL454CRC8P-2,hungry,hungry,ADJ,JJ,_,The meaning of hungry is feeling hunger; feeling a need or desire to eat food.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me hungry.",hash brown,omelet,0
386659BNTLF6OUOJFDFMWCRNN1H10J-1,blind,blind,ADJ,JJ,_,The meaning of blind is unable to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was blind.,Jennifer,Mary,0
386659BNTLF6OUOJFDFMWCRNN1H10J-2,sighted,sighted,ADJ,JJ,_,The meaning of sighted is able to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was sighted.,Jennifer,Mary,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-1,cheap,cheap,ADJ,JJR,_,The meaning of cheap is relatively low in price or charging low prices.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is cheaper.",desks,doors,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-2,strong,strong,ADJ,JJR,_,The meaning of strong is having strength or power greater than average or expected.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is stronger.",desks,doors,0
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-1,mild,mild,ADJ,JJ,_,The meaning of mild is moderate in type or degree or effect or force; far from extreme.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too mild.",hair,conditioner,1
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-2,straight,straight,ADJ,JJ,_,The meaning of straight is (of hair) having no waves or curls.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too straight.",hair,conditioner,0
38O9DZ0A641NLFR1K47H2UZRLCD62I-1,keep,keep,VERB,VBD,_,"The verb to keep means to keep in a certain state, position, or activity.","Keeping the doors closed and the windows opened kept the apartment cool , because the _ kept out the heat.",windows,doors,1
38O9DZ0A641NLFR1K47H2UZRLCD62I-2,let,let,VERB,VBD,_,The verb to let means to make it possible through a specific action or lack of action for something to happen.,"Keeping the doors closed and the windows opened kept the apartment cool , because the _ let out the heat.",windows,doors,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-1,shame,shame,NOUN,NN,_,The word shame refers to the shame you feel when your inadequacy or guilt is made public.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The shame showed on _ 's face.,Randy,Nick,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-2,anger,anger,NOUN,NN,_,The word anger refers to a strong emotion; a feeling that is oriented toward some real or supposed grievance.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The anger showed on _ 's face.,Randy,Nick,1
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-1,old,old,ADJ,JJ,_,The meaning of old is of long duration; not new.,"Paint was applied to the chairs but not the tables, since the _ were old.",chairs,tables,0
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-2,new,new,ADJ,JJ,_,The meaning of new is not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered.,"Paint was applied to the chairs but not the tables, since the _ were new.",chairs,tables,1
391FPZIE4E0C2GKKZ78R54J9DQQUHL-1,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that small.,passport,purse,0
391FPZIE4E0C2GKKZ78R54J9DQQUHL-2,big,big,ADJ,JJ,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that big.,passport,purse,1
39I4RL8QGJFYRTRY035902X7QL24HH-1,low,low,ADV,RB,_,The word low means less than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced low.,wool,cotton,0
39I4RL8QGJFYRTRY035902X7QL24HH-2,high,high,ADJ,JJ,_,The meaning of high is greater than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced high.,wool,cotton,1
39I4RL8QGJFYRTRY035902X7QMUH4O-1,inherit,inherit,VERB,VBD,_,The verb to inherit means to obtain from someone after their death.,Patricia decided to buy Felicia dinner because they had been through a lot and _ just inherited some money.,Felicia,Patricia,1
39I4RL8QGJFYRTRY035902X7QMUH4O-2,lose,lose,VERB,VBD,_,"The verb to lose means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.",Patricia decided to buy Felicia dinner because they had been through a lot and _ just lost some money.,Felicia,Patricia,0
39KV3A5D1ALZUEM4XTRFZQCREHVS75-1,large,large,ADJ,JJ,_,The meaning of large is above average in size or number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a large amount of gas.,truck,car,1
39KV3A5D1ALZUEM4XTRFZQCREHVS75-2,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a small amount of gas.,truck,car,0
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-1,say,say,VERB,VBD,_,The verb to say means to express in words.,Emily said that Victoria's hijab was silly and old fashioned. _ said some very offensive things.,Emily,Victoria,0
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-2,hear,hear,VERB,VBD,_,The verb to hear means to perceive (sound) via the auditory sense.,Emily said that Victoria's hijab was silly and old fashioned. _ heard some very offensive things.,Emily,Victoria,1
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-1,deep,deep,ADJ,JJ,_,The meaning of deep is having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination.,"The woman avoided the hole but easily stepped over the pit, because the _ was very deep.",hole,pit,0
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-2,shallow,shallow,ADJ,JJ,_,The meaning of shallow is lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center.,"The woman avoided the hole but easily stepped over the pit, because the _ was very shallow.",hole,pit,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-1,clean,clean,ADJ,JJ,_,The meaning of clean is free from dirt or impurities; or having clean habits.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very clean person.,Benjamin,Derrick,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-2,dirty,dirty,ADJ,JJ,_,The meaning of dirty is soiled or likely to soil with dirt or grime.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very dirty person.,Benjamin,Derrick,0
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-1,appreciate,appreciate,VERB,VBD,_,The verb to appreciate means to recognize with gratitude; be grateful for.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ appreciated the original language of the film.,Jason,Lawrence,1
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-2,criticize,criticize,VERB,VBD,_,The verb to criticize means to find fault with; express criticism of; point out real or perceived flaws.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ criticized the original language of the film.,Jason,Lawrence,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-1,shallow,shallow,ADJ,JJR,_,The meaning of shallow is lacking depth of intellect or knowledge; concerned only with what is obvious.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is shallower.",Angela,Emily,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-2,deep,deep,ADJ,JJR,_,The meaning of deep is marked by depth of thinking.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is deeper.",Angela,Emily,1
3A520CCNWNY198GDJ37US2MUQD6EAI-1,flimsy,flimsy,ADJ,JJ,_,The meaning of flimsy is lacking solidity or strength.,The arrow stuck to the bark but not the stone because the _ was flimsy.,stone,bark,1
3A520CCNWNY198GDJ37US2MUQD6EAI-2,hard,hard,ADJ,JJ,_,The meaning of hard is resisting weight or pressure.,The arrow stuck to the bark but not the stone because the _ was hard.,stone,bark,0
3A520CCNWNY198GDJ37US2MUQDNEAZ-1,hot,hot,ADJ,JJ,_,The meaning of hot is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The chef added butter to the pan on the stove and it began to melt right away because the _ was hot.,pan,butter,0
3A520CCNWNY198GDJ37US2MUQDNEAZ-2,soft,soft,ADJ,JJ,_,The meaning of soft is yielding readily to pressure or weight.,The chef added butter to the pan on the stove and it began to melt right away because the _ was soft.,pan,butter,1
3ACRLU860PSLM7KC9FJQFBU8WMLBET-1,unemployed,unemployed,ADJ,JJ,_,The meaning of unemployed is not engaged in a gainful occupation.,Tanya recently finished filling out a job application but not Megan because _ is currently unemployed.,Megan,Tanya,1
3ACRLU860PSLM7KC9FJQFBU8WMLBET-2,work,work,VERB,VBG,_,The verb to work means to be employed.,Tanya recently finished filling out a job application but not Megan because _ is currently working.,Megan,Tanya,0
3B286OTISGVOED1CH2ULHGNUJF2JA3-1,small,small,ADJ,JJ,_,The meaning of small is limited or below average in number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is small.,jacket,book,1
3B286OTISGVOED1CH2ULHGNUJF2JA3-2,big,big,ADJ,JJ,_,The meaning of big is above average in size or number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is big.,jacket,book,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-1,smooth,smooth,ADJ,JJ,_,The meaning of smooth is having a surface free from roughness or bumps or ridges or irregularities.,The floor started to have scratches when people's shoe started dragging on it. The _ was smooth.,floor,shoe,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-2,rough,rough,ADJ,JJ,_,The meaning of rough is having or caused by an irregular surface.,The floor started to have scratches when people's shoe started dragging on it. The _ was rough.,floor,shoe,1
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-1,right,right,ADJ,JJ,_,The meaning of right is free from error; especially conforming to fact or truth.,"The woman kept the bikini but returned the top, because the _ was the right size.",bikini,top,0
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-2,wrong,wrong,ADJ,JJ,_,The meaning of wrong is not correct; not in conformity with fact or truth.,"The woman kept the bikini but returned the top, because the _ was the wrong size.",bikini,top,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-1,attend,attend,VERB,VB,_,"The verb to attend means to be present at (meetings, church services, university), etc..","Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to attend.",Samantha,Christine,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-2,judge,judge,VERB,VB,_,The verb to judge means to put on trial or hear a case and sit as the judge at the trial of.,"Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to judge.",Samantha,Christine,0
3CMV9YRYP3ZQG7T9UV7BYWFXPXIJL7-1,deep,deep,ADJ,JJ,_,The meaning of deep is having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination.,"the water poured freely into the hole until it disappeared , the _ was deep.",water,hole,1
3CMV9YRYP3ZQG7T9UV7BYWFXPXIJL7-2,little,little,ADJ,JJ,_,The meaning of little is limited or below average in number or quantity or magnitude or extent.,"the water poured freely into the hole until it disappeared , the _ was little.",water,hole,0
3CO05SML7XJ9BOM7X561U1X8KAKR0C-1,low,low,ADJ,JJ,_,The meaning of low is less than normal in degree or intensity or amount.,The store had 80 platters but only 2 bowls left in stock because the _ were in low demand.,bowls,platters,1
