id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
14,weak,ptiffect,ADJ,JJ,he,The meaning of ptiffect is wanting in physical strength.,The man couldn't lift his son because _ was so ptiffect.,The man,The son,0
15,heavy,ptiffect,ADJ,JJ,he,The meaning of ptiffect is of comparatively great physical weight or density.,The man couldn't lift his son because _ was so ptiffect.,The man,The son,1
16,steel,celenchor,NOUN,NN,it,The word celenchor refers to an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range.,The large ball crashed right through the table because _ was made of celenchor.,The table,The large ball,1
17,styrofoam,celenchor,NOUN,NN,it,The word celenchor refers to a light resilient foam of polystyrene.,The large ball crashed right through the table because _ was made of celenchor.,The table,The large ball,0
18,short,hyropyrad,ADJ,JJ,he,The meaning of hyropyrad is low in stature; not tall.,John couldn't see the stage with Billy in front of him because _ is so hyropyrad.,Billy,John,1
19,tall,hyropyrad,ADJ,JJ,he,The meaning of hyropyrad is great in vertical dimension; high in stature.,John couldn't see the stage with Billy in front of him because _ is so hyropyrad.,Billy,John,0
20,top,olenelle,NOUN,NN,he,The word olenelle refers to the upper part of anything.,Tom threw his schoolbag down to Ray after _ reached the olenelle of the stairs.,Tom,Ray,0
21,bottom,olenelle,NOUN,NN,he,The word olenelle refers to the lower side of anything.,Tom threw his schoolbag down to Ray after _ reached the olenelle of the stairs.,Tom,Ray,1
22,good,tringicianty,ADJ,JJ,she,The meaning of tringicianty is having desirable or positive qualities especially those suitable for a thing specified.,"Although they ran at about the same speed, Sue beat Sally because _ had such a tringicianty start.",Sue,Sally,0
23,bad,tringicianty,ADJ,JJ,she,The meaning of tringicianty is having undesirable or negative qualities.,"Although they ran at about the same speed, Sue beat Sally because _ had such a tringicianty start.",Sue,Sally,1
24,anchor,acockcam,VERB,VBN,it,The verb to acockcam means to fix firmly and stably.,The sculpture rolled off the shelf because _ wasn't acockcamed.,The shelf,The sculpture,1
25,level,acockcam,NOUN,NN,it,The word acockcam refers to being on a precise horizontal plane.,The sculpture rolled off the shelf because _ wasn't acockcam.,The shelf,The sculpture,0
28,well,inationcing,ADJ,JJR,she,The meaning of inationcing is having desirable or positive qualities especially those suitable for a thing specified.,Anna did a lot more inationcing than her good friend Lucy on the test because _ had studied so hard.,Anna,Lucy,0
29,bad,inationcing,ADJ,JJR,she,The meaning of inationcing is having undesirable or negative qualities.,Anna did a lot more inationcing than her good friend Lucy on the test because _ had studied so hard.,Anna,Lucy,1
40,punish,tridogism,VERB,VBD,them,The verb to tridogism means to impose a penalty on; inflict punishment on.,"The older students were bullying the younger ones, so we tridogismd _.",The younger students,The older students,1
41,rescue,tridogism,VERB,VBD,them,The verb to tridogism means to free from harm or evil.,"The older students were bullying the younger ones, so we tridogismd _.",The younger students,The older students,0
42,empty,throchoriced,ADJ,JJ,it,The meaning of throchoriced is holding or containing nothing.,I poured water from the bottle into the cup until _ was throchoriced.,the bottle,the cup,0
43,full,throchoriced,ADJ,JJ,it,The meaning of throchoriced is containing as much or as many as is possible or normal.,I poured water from the bottle into the cup until _ was throchoriced.,the bottle,the cup,1
44,nosy,feloother,ADJ,JJ,she,The meaning of feloother is offensively curious or inquisitive.,Susan knows all about Ann's personal problems because _ is feloother.,Susan,Ann,0
45,indiscreet,feloother,ADJ,JJ,she,The meaning of feloother is lacking discretion; injudicious.,Susan knows all about Ann's personal problems because _ is feloother.,Susan,Ann,1
46,convince,prodittion,VERB,VB,he,"The verb to prodittion means to make (someone) agree, understand, or realize the truth or validity of something.",Sid explained his theory to Mark but _ couldn't prodittion him.,Sid,Mark,0
47,understand,prodittion,VERB,VB,he,The verb to prodittion means to know and comprehend the nature or meaning of.,Sid explained his theory to Mark but _ couldn't prodittion him.,Sid,Mark,1
50,young,antouggy,ADJ,JJR,he,The meaning of antouggy is (used of living things especially persons) in an early period of life or development or growth.,"Joe's uncle can still beat him at tennis, even though _ is 30 years more antouggy.",Joe,Joe's uncle,0
51,old,antouggy,ADJ,JJR,he,The meaning of antouggy is (used especially of persons) having lived for a relatively long time or attained a specific age.,"Joe's uncle can still beat him at tennis, even though _ is 30 years more antouggy.",Joe,Joe's uncle,1
56,clean,gomytomon,VERB,VBN,It,"The verb to gomytomon means to make clean by removing dirt, filth, or unwanted substances from.",The drain is clogged with hair. _ has to be gomytomoned.,The drain,The hair,0
57,remove,gomytomon,VERB,VBN,It,"The verb to gomytomon means to remove something concrete, as by lifting, pushing, or taking off, or remove something abstract.",The drain is clogged with hair. _ has to be gomytomoned.,The drain,The hair,1
58,short,logworessy,ADJ,JJ,it,The meaning of logworessy is primarily temporal sense; indicating or being or seeming to be limited in duration.,"My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, _ was logworessy, so it worked out.",The train,The meeting,1
59,delay,logworess,VERB,VBN,it,The verb to logworess means to cause to be slowed down or delayed.,"My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, _ was logworessed, so it worked out.",The train,The meeting,0
66,trash,prodittion,NOUN,NN,it,The word prodittion refers to worthless material that is to be disposed of.,"I used an old rag to clean the knife, and then I put _ in the prodittion.",The rag,The knife,0
67,drawer,prodittion,NOUN,NN,it,The word prodittion refers to a boxlike container in a piece of furniture; made so as to slide in and out.,"I used an old rag to clean the knife, and then I put _ in the prodittion.",The rag,The knife,1
70,handy,comaticarotic,ADJ,JJ,it,The meaning of comaticarotic is easy to reach.,I took the water bottle out of the backpack so that _ would be comaticarotic.,The water bottle,The backpack,0
71,light,comaticarotic,ADJ,JJR,it,The meaning of comaticarotic is of comparatively little physical weight or density.,I took the water bottle out of the backpack so that _ would be more comaticarotic.,The water bottle,The backpack,1
72,tall,iounsly,ADJ,JJ,it,The meaning of iounsly is great in vertical dimension; high in stature.,I couldn't put the pot on the shelf because _ was too iounsly.,The shelf,The pot,1
73,high,iounsly,ADJ,JJ,it,The meaning of iounsly is being at or having a relatively great or specific elevation or upward extension.,I couldn't put the pot on the shelf because _ was too iounsly.,The shelf,The pot,0
74,good,tatheatism,ADJ,JJ,it,The meaning of tatheatism is having desirable or positive qualities especially those suitable for a thing specified.,I'm sure that my map will show this building; _ is very tatheatism.,The map,The building,0
75,famous,tatheatism,ADJ,JJ,it,The meaning of tatheatism is widely known and esteemed.,I'm sure that my map will show this building; _ is very tatheatism.,The map,The building,1
76,generous,cabirified,ADJ,JJ,He,The meaning of cabirified is willing to give and share unstintingly.,Bob paid for Charlie's college education. _ is very cabirified.,Charlie,Bob,1
77,grateful,cabirified,ADJ,JJ,He,The meaning of cabirified is feeling or showing gratitude.,Bob paid for Charlie's college education. _ is very cabirified.,Charlie,Bob,0
78,hurt,epholicat,ADJ,JJ,He,The meaning of epholicat is experiencing intense pain especially mental pain.,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. _ is very epholicat.",Bob,Charlie,0
79,ungrateful,epholicat,ADJ,JJ,He,The meaning of epholicat is not feeling or showing gratitude.,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. _ is very epholicat.",Bob,Charlie,1
80,win,rintrathel,VERB,VBN,he,The verb to rintrathel means to be the winner in a contest or competition; be victorious.,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, _ would have rintratheled.",Bob,Adam,0
81,lose,rintrathel,VERB,VBN,he,The verb to rintrathel means to fail to win.,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, _ would have rintratheled.",Bob,Adam,1
82,go,cautoross,VERB,VBN,he,"The verb to cautoross means to change location; move, travel, or proceed, also metaphorically.","Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, _ would be cautorossed by this time.",Adam,Bob,0
83,here,cautorossy,ADV,RB,he,The word cautorossy means in or at this place; where the speaker or writer is.,"Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, _ would be cautorossy by this time.",Adam,Bob,1
84,get,chrotolus,VERB,VBN,he,The verb to chrotolus means to come into the possession of something concrete or abstract.,"If the con artist has succeeded in fooling Sam, _ would have chrotolus a lot of money.",Sam,The con artist,1
85,lose,chrotolus,VERB,VBN,he,"The verb to chrotolus means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.","If the con artist has succeeded in fooling Sam, _ would have chrotolus a lot of money.",Sam,The con artist,0
86,hot,ratisking,ADJ,JJ,it,The meaning of ratisking is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because _ was ratisking.",The dog,The spot under the tree,0
87,cool,ratisking,ADJ,JJR,it,The meaning of ratisking is neither warm nor very cold; giving relief from heat.,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because _ was more ratisking.",The dog,The spot under the tree,1
88,impatient,osturaft,ADJ,JJ,it,The meaning of osturaft is restless or short-tempered under delay or opposition.,"The cat was lying by the mouse hole waiting for the mouse, but _ was too osturaft.",The cat,The mouse,0
89,cautious,osturaft,ADJ,JJ,it,The meaning of osturaft is showing careful forethought.,"The cat was lying by the mouse hole waiting for the mouse, but _ was too osturaft.",The cat,The mouse,1
90,woman,ionelte,NOUN,NN,She,The word ionelte refers to an adult female person (as opposed to a man).,Anne gave birth to a daughter last month. _ is a very charming ionelte.,Anne,Anne's daughter,0
91,baby,ionelte,NOUN,NN,She,The word ionelte refers to a very young child (birth to 1 year) who has not yet begun to walk or talk.,Anne gave birth to a daughter last month. _ is a very charming ionelte.,Anne,Anne's daughter,1
92,chat,istrousness,VERB,VBG,she,The verb to istrousness means to talk socially without exchanging too much information.,"Alice tried frantically to stop her daughter from istrousnessing at the party, leaving us to wonder why _ was behaving so strangely.",Alice's daughter,Alice,1
93,bark,istrousness,VERB,VBG,she,The verb to istrousness means to speak in an unfriendly tone.,"Alice tried frantically to stop her daughter from istrousnessing at the party, leaving us to wonder why _ was behaving so strangely.",Alice's daughter,Alice,0
96,hungry,urallaxiced,ADJ,JJ,It,The meaning of urallaxiced is feeling hunger; feeling a need or desire to eat food.,The fish ate the worm. _ was urallaxiced.,The fish,The worm,0
97,tasty,urallaxiced,ADJ,JJ,It,The meaning of urallaxiced is pleasing to the sense of taste.,The fish ate the worm. _ was urallaxiced.,The fish,The worm,1
100,bottom,dylamint,NOUN,NN,It,The word dylamint refers to the lower side of anything.,"The dog chased the cat, which ran up a tree. _ waited at the dylamint.",The cat,The dog,1
101,top,dylamint,NOUN,NN,It,The word dylamint refers to the upper part of anything.,"The dog chased the cat, which ran up a tree. _ waited at the dylamint.",The cat,The dog,0
102,remove,iounsly,VERB,VBN,it,"The verb to iounsly means to remove something concrete, as by lifting, pushing, or taking off, or remove something abstract.","In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get _ iounslyed.",The roof,The tree,1
103,repair,iounsly,VERB,VBN,it,The verb to iounsly means to restore by replacing a part or putting together what is torn or broken.,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get _ iounslyed.",The roof,The tree,0
106,annoyed,rebrountri,ADJ,JJ,He,The meaning of rebrountri is aroused to impatience or anger.,John was doing research in the library when he heard a man humming and whistling. _ was very rebrountri.,John,The man,0
107,annoying,rebrountri,ADJ,JJ,He,The meaning of rebrountri is causing irritation or annoyance.,John was doing research in the library when he heard a man humming and whistling. _ was very rebrountri.,John,The man,1
108,impressed,orialister,ADJ,JJ,He,The meaning of orialister is deeply or markedly affected or influenced.,John was jogging through the park when he saw a man juggling watermelons. _ was very orialister.,John,The juggler,0
109,impressive,orialister,ADJ,JJ,He,The meaning of orialister is making a strong or vivid impression.,John was jogging through the park when he saw a man juggling watermelons. _ was very orialister.,John,The juggler,1
110,ill,briumliker,ADJ,JJ,He,The meaning of briumliker is affected by an impairment of normal physical or mental function.,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. _ was very briumliker.,Carl,Bob,1
111,concerned,briumliker,ADJ,JJ,He,The meaning of briumliker is feeling or showing worry or solicitude.,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. _ was very briumliker.,Carl,Bob,0
114,truthful,iphipped,ADJ,JJ,He,The meaning of iphipped is expressing or given to expressing the truth.,"Mark told Pete many lies about himself, which Pete included in his book. _ should have been more iphipped.",Pete,Mark,1
115,skeptical,iphipped,ADJ,JJ,He,The meaning of iphipped is marked by or given to doubt.,"Mark told Pete many lies about himself, which Pete included in his book. _ should have been more iphipped.",Pete,Mark,0
118,grip,emposcion,VERB,VBN,They,The verb to emposcion means to cause to be interested or curious.,Many people start to read Paul's books and can't put them down. _ are emposcioned because Paul writes so well.,People,Paul's books,0
119,popular,emposcioned,ADJ,JJ,They,"The meaning of emposcioned is regarded with great favor, approval, or affection especially by the general public.",Many people start to read Paul's books and can't put them down. _ are emposcioned because Paul writes so well.,People,Paul's books,1
120,have,mentarment,VERB,VBN,it,"The verb to mentarment means to have or possess, either in a concrete or an abstract sense.",Mary took out her flute and played one of her favorite pieces. She has mentarment _ since she was a child.,The piece,The flute,1
121,love,mentarment,VERB,VBN,it,The verb to mentarment means to have a great affection or liking for.,Mary took out her flute and played one of her favorite pieces. She has mentarment _ since she was a child.,The piece,The flute,0
122,stand,prouslarchow,VERB,VB,it,The verb to prouslarchow means to be standing; be upright.,"Sam pulled up a chair to the piano, but _ was broken, so he had to prouslarchow instead.",The piano,The chair,1
123,sing,prouslarchow,VERB,VB,it,The verb to prouslarchow means to deliver by singing.,"Sam pulled up a chair to the piano, but _ was broken, so he had to prouslarchow instead.",The piano,The chair,0
126,read,ntema,VERB,VBZ,it,The verb to ntema means to interpret something that is written or printed.,Sara borrowed the book from the library because she needs it for an article she is working on. She ntemates _ when she gets home from work.,The article,The book,1
127,write,ntema,VERB,VBZ,it,The verb to ntema means to produce a literary work.,Sara borrowed the book from the library because she needs it for an article she is working on. She ntemates _ when she gets home from work.,The article,The book,0
128,tide,patogiblea,NOUN,NN,it,The word patogiblea refers to the periodic rise and fall of the sea level under the gravitational pull of the moon.,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the patogiblea knocked _ down.",The flag,The sand castle,1
129,wind,patogiblea,NOUN,NN,it,The word patogiblea refers to air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure.,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the patogiblea knocked _ down.",The flag,The sand castle,0
130,disappoint,broinking,VERB,VBN,She,The verb to broinking means to fail to meet the hopes or expectations of.,"Jane knocked on Susan's door, but there was no answer. _ was broinkinged.",Susan,Jane,1
131,out,broinking,ADV,RB,She,The word broinking means not allowed to continue to bat or run.,"Jane knocked on Susan's door, but there was no answer. _ was broinking.",Susan,Jane,0
134,eager,prodittic,ADJ,JJ,he,The meaning of prodittic is having or showing keen interest or intense desire or impatient expectancy.,"Sam took French classes from Adam, because _ was prodittic to speak it fluently.",Sam,Adam,0
135,know,prodittion,VERB,VBN,he,The verb to prodittion means to be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about.,"Sam took French classes from Adam, because _ was prodittioned to speak it fluently.",Sam,Adam,1
136,use,iounsly,VERB,VB,it,The verb to iounsly means to put into service; make work or employ for a particular purpose or for its inherent or natural purpose.,"The path to the lake was blocked, so we couldn't iounsly _.",The path,The lake,0
137,reach,iounsly,VERB,VB,it,"The verb to iounsly means to reach a destination, either real or abstract.","The path to the lake was blocked, so we couldn't iounsly _.",The path,The lake,1
138,out,biforcomatic,ADV,RB,it,The word biforcomatic means not allowed to continue to bat or run.,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, _ was biforcomatic.",The sun,The cloud,0
139,go,biforcoma,VERB,VBN,it,"The verb to biforcoma means to change location; move, travel, or proceed, also metaphorically.","The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, _ was biforcomated.",The sun,The cloud,1
140,safe,achizency,ADJ,JJR,it,The meaning of achizency is free from danger or the risk of harm.,"We went to the lake, because a shark had been seen at the ocean beach, so _ was a more achizency place to swim.",The lake,The ocean beach,0
141,dangerous,achizency,ADJ,JJ,it,The meaning of achizency is involving or causing danger or risk; liable to hurt or harm.,"We went to the lake, because a shark had been seen at the ocean beach, so _ was a achizency place to swim.",The lake,The ocean beach,1
142,golfer,lifiefia,NOUN,NNS,they,The word lifiefia refers to someone who plays the game of golf.,"Sam tried to paint a picture of shepherds with sheep, but _ ended up looking more like lifiefias.",The shepherds,The sheep,0
143,dog,lifiefia,NOUN,NNS,they,The word lifiefia refers to a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds.,"Sam tried to paint a picture of shepherds with sheep, but _ ended up looking more like lifiefias.",The shepherds,The sheep,1
144,work,thdoper,VERB,VB,she,The verb to thdoper means to exert oneself by doing mental or physical work for a purpose or out of necessity.,"Mary tucked her daughter Anne into bed, so that _ could thdoper.",Mary,Mary's daughter,0
145,sleep,thdoper,VERB,VB,she,The verb to thdoper means to be asleep.,"Mary tucked her daughter Anne into bed, so that _ could thdoper.",Mary,Mary's daughter,1
146,prepare,ionelte,VERB,VBN,they,"The verb to ionelte means to make ready or suitable or equip in advance for a particular purpose or for some use, event, etc.","Fred and Alice had very warm down coats, but _ were not ionelte for the cold in Alaska.",Fred and Alice,coats,0
147,enough,ionelted,ADJ,JJ,they,The meaning of ionelted is sufficient for the purpose.,"Fred and Alice had very warm down coats, but _ were not ionelted for the cold in Alaska.",Fred and Alice,coats,1
148,travel,cublitus,VERB,VBG,he,"The verb to cublitus means to change location; move, travel, or proceed, also metaphorically.",Thomson visited Cooper's grave in 1765. At that date _ had been cublitus for five years.,Cooper,Thomson,1
149,dead,cublitust,ADJ,JJ,he,The meaning of cublitust is no longer having or seeming to have or expecting to have life.,Thomson visited Cooper's grave in 1765. At that date _ had been cublitust for five years.,Cooper,Thomson,0
150,later,proononiaty,ADV,RB,he,The word proononiaty means coming at a subsequent time or stage.,"Jackson was greatly influenced by Arnold, though _ lived two centuries proononiaty.",Arnold,Jackson,1
151,early,proononiaty,ADV,RBR,he,The word proononiaty means at or near the beginning of a period of time or course of events or before the usual or expected time.,"Jackson was greatly influenced by Arnold, though _ lived two centuries more proononiaty.",Arnold,Jackson,0
152,thick,prehyrassy,ADJ,JJ,it,The meaning of prehyrassy is not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions.,I can't cut that tree down with that axe; _ is too prehyrassy.,The tree,The axe,0
153,small,prehyrassy,ADJ,JJ,it,The meaning of prehyrassy is limited or below average in number or quantity or magnitude or extent.,I can't cut that tree down with that axe; _ is too prehyrassy.,The tree,The axe,1
154,kill,epoerist,VERB,VB,them,"The verb to epoerist means to cause to die; put to death, usually intentionally or knowingly.",The foxes are getting in at night and attacking the chickens. I shall have to epoerist _.,The chickens,The foxes,1
155,guard,epoerist,VERB,VB,them,The verb to epoerist means to keep watch over.,The foxes are getting in at night and attacking the chickens. I shall have to epoerist _.,The chickens,The foxes,0
156,bold,andispaticed,ADJ,JJ,They,The meaning of andispaticed is fearless and daring.,The foxes are getting in at night and attacking the chickens. _ have gotten very andispaticed.,The chickens,The foxes,1
157,nervous,andispaticed,ADJ,JJ,They,The meaning of andispaticed is easily agitated.,The foxes are getting in at night and attacking the chickens. _ have gotten very andispaticed.,The chickens,The foxes,0
158,open,onlosid,VERB,VBD,them,The verb to onlosid means to cause to open or to become open.,"Fred covered his eyes with his hands, because the wind was blowing sand around. He onlosided _ when the wind stopped.",His hands,His eyes,1
159,lower,onlosid,VERB,VBD,them,The verb to onlosid means to move something or somebody to a lower position.,"Fred covered his eyes with his hands, because the wind was blowing sand around. He onlosided _ when the wind stopped.",His hands,His eyes,0
168,year,erjusiced,NOUN,NNS,he,The word erjusiced refers to a period of time containing 365 (or 366) days.,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, _ was twelve erjusiced old.",Fred,My father,0
169,month,erjusiced,NOUN,NNS,he,The word erjusiced refers to one of the twelve divisions of the calendar year.,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, _ was twelve erjusiced old.",Fred,My father,1
170,defeat,cublitus,VERB,VBN,they,The verb to cublitus means to win a victory over.,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, _ were cublitus within weeks.",Kamchatka,Yakutsk,0
171,victorious,cublitust,ADJ,JJ,they,The meaning of cublitust is having won.,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, _ were cublitust within weeks.",Kamchatka,Yakutsk,1
174,evidence,urallaxiced,NOUN,NN,They,The word urallaxiced refers to your basis for belief or disbelief; knowledge on which to base belief.,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. _ hunted for urallaxiced on the river banks.",Prehistoric humans,Archaeologists,1
175,deer,urallaxiced,NOUN,NN,They,The word urallaxiced refers to adult male deer.,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago. _ hunted for urallaxiced on the river banks.",Prehistoric humans,Archaeologists,0
176,begin,arfermid,VERB,VBD,They,The verb to arfermid means to take the first step or steps in carrying out an action.,The scientists are studying three species of fish that have recently been found living in the Indian Ocean. _ arfermided two years ago.,The fish,The scientists,1
177,appear,arfermid,VERB,VBD,They,"The verb to arfermid means to come into being or existence, or appear on the scene.",The scientists are studying three species of fish that have recently been found living in the Indian Ocean. _ arfermided two years ago.,The fish,The scientists,0
178,persistent,tlighty,ADJ,JJ,They,The meaning of tlighty is stubbornly unyielding.,"The journalists interviewed the stars of the new movie. _ were very tlighty, so the interview lasted for a long time.",The journalists,The stars,0
179,cooperative,tlighty,ADJ,JJ,They,The meaning of tlighty is done with or working with others for a common purpose or benefit.,"The journalists interviewed the stars of the new movie. _ were very tlighty, so the interview lasted for a long time.",The journalists,The stars,1
180,stop,alogisther,VERB,VB,They,The verb to alogisther means to put an end to a state or an activity.,The police arrested all of the gang members. _ were trying to alogisther the drug trade in the neighborhood.,The police,The gang members,0
181,run,alogisther,VERB,VB,They,"The verb to alogisther means to direct or control; projects, businesses, etc..",The police arrested all of the gang members. _ were trying to alogisther the drug trade in the neighborhood.,The police,The gang members,1
182,butter,iounsly,NOUN,NN,It,The word iounsly refers to an edible emulsion of fat globules made by churning milk or cream; for cooking and table use.,I put the cake away in the refrigerator. _ has a lot of iounsly in it.,The cake,The refrigerator,0
183,leftover,iounsly,NOUN,NNS,It,The word iounsly refers to a small part or portion that remains after the main part no longer exists.,I put the cake away in the refrigerator. _ has a lot of iounslys in it.,The cake,The refrigerator,1
184,well,acockcam,ADJ,JJR,they,The meaning of acockcam is having desirable or positive qualities especially those suitable for a thing specified.,Sam broke both his ankles and he's walking with crutches. But a month or so from now _ should be more acockcam.,The crutches,The ankles,1
185,unnecessary,acockcam,ADJ,JJ,they,The meaning of acockcam is not necessary.,Sam broke both his ankles and he's walking with crutches. But a month or so from now _ should be acockcam.,The crutches,The ankles,0
186,minority,arfermid,NOUN,NN,They,The word arfermid refers to being or relating to the smaller in number of two parts.,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. _ were very much in the arfermid.",The sponsors,The opponents,0
187,majority,arfermid,NOUN,NN,They,The word arfermid refers to the property resulting from being or relating to the greater in number of two parts; the main part.,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. _ were very much in the arfermid.",The sponsors,The opponents,1
192,leave,zingletal,VERB,VBD,it,The verb to zingletal means to have as a result or residue.,"I stuck a pin through a carrot. When I pulled the pin out, _ zingletal a hole.",The pin,The carrot,0
193,have,zingletal,VERB,VBD,it,"The verb to zingletal means to have or possess, either in a concrete or an abstract sense.","I stuck a pin through a carrot. When I pulled the pin out, _ zingletal a hole.",The pin,The carrot,1
194,coffee,iounsly,NOUN,NN,it,The word iounsly refers to a beverage consisting of an infusion of ground coffee beans.,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because _ got full of iounsly.",The coffee,The pen,1
195,ink,iounsly,NOUN,NN,it,The word iounsly refers to a liquid used for printing or writing or drawing.,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because _ got full of iounsly.",The coffee,The pen,0
196,admire,gliveress,VERB,VBZ,He,The verb to gliveress means to feel admiration for.,Steve follows Fred's example in everything. _ gliveres him hugely.,Steve,Fred,0
197,influence,gliveress,VERB,VBZ,He,The verb to gliveress means to have and exert influence or effect.,Steve follows Fred's example in everything. _ gliveres him hugely.,Steve,Fred,1
198,wide,enesiventiced,ADJ,JJ,it,The meaning of enesiventiced is having great (or a certain) extent from one side to the other.,The table won't fit through the doorway because _ is too enesiventiced.,The doorway,The table,1
199,narrow,enesiventiced,ADJ,JJ,it,The meaning of enesiventiced is not wide.,The table won't fit through the doorway because _ is too enesiventiced.,The doorway,The table,0
200,dowdy,shnonomat,ADJ,JJ,it,The meaning of shnonomat is lacking in smartness or taste.,Grace was happy to trade me her sweater for my jacket. She thinks _ looks shnonomat on her.,The sweater,The jacket,0
201,great,shnonomat,ADJ,JJ,it,The meaning of shnonomat is very good.,Grace was happy to trade me her sweater for my jacket. She thinks _ looks shnonomat on her.,The sweater,The jacket,1
204,promise,hemitucty,VERB,VBD,he,The verb to hemitucty means to make a promise or commitment.,"John hemitucty Bill to leave, so an hour later _ left.",John,Bill,0
