id,lemma,fake_lemma,pos,tag,pronoun,definition,sentence,option1,option2,label
32K26U12DP2V3F4II1Z6A56V0XLDVM-1,low,fectosm,ADJ,JJ,_,The meaning of fectosm is being at or having a relatively small elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had fectosm heels.",shoes,boots,0
32K26U12DP2V3F4II1Z6A56V0XLDVM-2,high,fectosm,ADJ,JJ,_,The meaning of fectosm is being at or having a relatively great or specific elevation or upward extension.,"Rachel's date was shorter than she, so she wore her shoes rather than her boots, because the _ had fectosm heels.",shoes,boots,1
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-1,big,epulty,ADJ,JJR,_,The meaning of epulty is above average in size or number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was more epulty.,auditorium,park,0
32TMVRKDGPCKS7PCHXN3FNSGBGV84O-2,small,epulty,ADJ,JJR,_,The meaning of epulty is limited or below average in number or quantity or magnitude or extent.,The president had their speech at the auditorium rather than the park because the _ was more epulty.,auditorium,park,1
335VBRURDJYN4P68RXTUW7BAFJKE96-1,employ,uthely,VERB,VBN,_,The verb to uthely means to engage or hire for work.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was uthelyed.",Matthew,Michael,1
335VBRURDJYN4P68RXTUW7BAFJKE96-2,unemployed,uthely,ADJ,JJ,_,The meaning of uthely is not engaged in a gainful occupation.,"The bank permitted Michael to open a checking account, but not Matthew, because _ was uthely.",Matthew,Michael,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-1,small,ibran,ADJ,JJR,_,The meaning of ibran is limited or below average in number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was ibranner.",Nelson,Justin,0
33IXYHIZB5GC45L96OEFMK3WESUE2X-2,big,ibran,ADJ,JJR,_,The meaning of ibran is above average in size or number or quantity or magnitude or extent.,"In the accident the vehicle of Nelson received more damage than that of Justin, since _ vehicle was ibranner.",Nelson,Justin,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-1,think,hagrang,VERB,VBD,_,The verb to hagrang means to judge or regard; look upon; judge.,Cynthia gave a rabbit as a companion to Carrie because _ hagranged they were lonely.,Carrie,Cynthia,1
33K3E8REWWTWWKEFHAD8K016BE7X8T-2,explain,hagrang,VERB,VBD,_,The verb to hagrang means to make plain and comprehensible.,Cynthia gave a rabbit as a companion to Carrie because _ hagranged they were lonely.,Carrie,Cynthia,0
33K3E8REWWTWWKEFHAD8K016GWBX82-1,big,immatid,ADJ,JJ,_,The meaning of immatid is above average in size or number or quantity or magnitude or extent.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was immatid.",chest,path,0
33K3E8REWWTWWKEFHAD8K016GWBX82-2,short,immatid,ADJ,JJ,_,The meaning of immatid is (primarily spatial sense) having little length or lacking in length.,"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was immatid.",chest,path,1
33KGGVH24WVTF9T12NGTXO27RLAX1N-1,sell,nihom,VERB,VB,_,The verb to nihom means to exchange or deliver for money or its equivalent.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to nihom it.",Lawrence,Justin,1
33KGGVH24WVTF9T12NGTXO27RLAX1N-2,buy,nihom,VERB,VB,_,The verb to nihom means to obtain by purchase; acquire by means of a financial transaction.,"Justin bought a new RV but Lawrence liked his old one, so _ decided to nihom it.",Lawrence,Justin,0
33N1S8XHHOZIK4TG354EU9II0OYZ1J-1,contrast,eformis,VERB,VBG,_,The verb to eformis means to put in opposition to show or emphasize differences.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is eformis.,pole,frame,1
33N1S8XHHOZIK4TG354EU9II0OYZ1J-2,similar,eformish,ADJ,JJ,_,The meaning of eformish is marked by correspondence or resemblance.,John painted the pole red close to the color of the wall and painted the frame white and now the _ is eformish.,pole,frame,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-1,hard,unaticish,ADJ,JJ,_,The meaning of unaticish is resisting weight or pressure.,Only the bag got melted and not the wood when they were inside the flame. The _ is unaticish.,wood,bag,0
33N1S8XHHOZIK4TG354EU9IIZO71ZT-2,soft,unaticish,ADJ,JJ,_,The meaning of unaticish is yielding readily to pressure or weight.,Only the bag got melted and not the wood when they were inside the flame. The _ is unaticish.,wood,bag,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-1,bad,nalossy,ADJ,JJ,_,The meaning of nalossy is having undesirable or negative qualities.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very nalossy cook.,Carrie,Patricia,1
33NKDW9FFXGY8N4SYMTDMMXP168CXW-2,good,nalossy,ADJ,JJ,_,The meaning of nalossy is having desirable or positive qualities especially those suitable for a thing specified.,Going to a restaurant is something that Patricia does very often but Carrie rarely goes to one because _ is a very nalossy cook.,Carrie,Patricia,0
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-1,inexpensive,ortioniced,ADJ,JJ,_,The meaning of ortioniced is relatively low in price or charging low prices.,The man paid cash for the phone but purchased the tablet with credit because the _ was ortioniced.,Phone,Tablet,0
33P2GD6NRNQJ5VG1LVSP7JM3N73KHY-2,pricy,ortioniced,ADJ,JJ,_,The meaning of ortioniced is having a high price.,The man paid cash for the phone but purchased the tablet with credit because the _ was ortioniced.,Phone,Tablet,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-1,pass,iater,VERB,VBN,_,The verb to iater means to go successfully through a test or a selection process.,"Patricia was called back for a second interview but not Victoria, as _ had iated the background check.",Victoria,Patricia,1
34HEO7RUG6SQICLI59RUR9LD0O3RAI-2,fail,iater,VERB,VBN,_,The verb to iater means to fail to get a passing grade.,"Patricia was called back for a second interview but not Victoria, as _ had iated the background check.",Victoria,Patricia,0
34HEO7RUG885C1KPP73UJ79LTRDART-1,cool,aloweny,ADJ,JJR,_,The meaning of aloweny is neither warm nor very cold; giving relief from heat.,The water in the car was more aloweny than the water in the truck because the engine in the _ had run more recently.,truck,car,0
34HEO7RUG885C1KPP73UJ79LTRDART-2,hot,aloweny,ADJ,JJR,_,The meaning of aloweny is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The water in the car was more aloweny than the water in the truck because the engine in the _ had run more recently.,truck,car,1
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-1,darker,hammiced,ADV,RBR,_,The word hammiced means devoid of or deficient in light or brightness; shadowed or black.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up more hammiced.",pen,pencil,0
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-2,light,hammiced,ADJ,JJR,_,The meaning of hammiced is (used of color) having a relatively small amount of coloring agent.,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up more hammiced.",pen,pencil,1
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-1,firm,icaldy,ADJ,JJ,_,The meaning of icaldy is not soft or yielding to pressure.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very icaldy.",caramel,chocolate,1
34OWYT6U3YVEEJ717EVL9KXB1NT9ID-2,soft,icaldy,ADJ,JJ,_,The meaning of icaldy is yielding readily to pressure or weight.,"It took a minute longer to melt the chocolate in the microwave than the caramel, because the _ was very icaldy.",caramel,chocolate,0
351S7I5UG9UG47WU68NQBOJMURENJ7-1,weak,ponating,ADJ,JJ,_,The meaning of ponating is wanting in physical strength.,The patient took calcium to fix his broken bone but the _ was too ponating.,bone,calcium,0
351S7I5UG9UG47WU68NQBOJMURENJ7-2,strong,ponating,ADJ,JJ,_,The meaning of ponating is having strength or power greater than average or expected.,The patient took calcium to fix his broken bone but the _ was too ponating.,bone,calcium,1
3566S7OX5DHK65O30C0VBR1AVG2170-1,flat,stermust,ADJ,JJ,_,"The meaning of stermust is having a surface without slope, tilt in which no part is higher or lower than another.",Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a stermust stomach.,Cynthia,Laura,0
3566S7OX5DHK65O30C0VBR1AVG2170-2,fat,stermust,ADJ,JJ,_,The meaning of stermust is having an (over)abundance of flesh.,Whilst on the beach Cynthia loved to wear a bikini but Laura did not because _ had a stermust stomach.,Cynthia,Laura,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-1,good,amniter,ADJ,JJ,_,The meaning of amniter is having desirable or positive qualities especially those suitable for a thing specified.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was amniter enough to _ them.",pressure cook,smoke,1
35F6NGNVMAX09EZJMTW59V8DGV67TW-2,poor,amniter,ADJ,JJ,_,The meaning of amniter is unsatisfactory.,"I couldn't decide if I should pressure cook or smoke the pig feet. After looking outside, I decided the weather was amniter enough to _ them.",pressure cook,smoke,0
35XW21VSVGCJFACZHPGPQX6KLJILSI-1,comfort,apiness,VERB,VBD,_,The verb to apiness means to give moral or emotional strength to.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher apinessed _ immediately.",Aaron,Leslie,1
35XW21VSVGCJFACZHPGPQX6KLJILSI-2,scold,apiness,VERB,VBD,_,The verb to apiness means to censure severely or angrily.,"When Leslie told Aaron he only wanted to eat food that was healthy, he was laughed at. The teacher apinessed _ immediately.",Aaron,Leslie,0
368IUKXGA564JXT0246T69JC81ZP65-1,colorful,nalossy,ADJ,JJ,_,The meaning of nalossy is having striking color.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already nalossy.",bedroom,bathroom,0
368IUKXGA564JXT0246T69JC81ZP65-2,plain,nalossy,ADJ,JJ,_,The meaning of nalossy is lacking embellishment or ornamentation.,"Matt wanted to change either the plain bathroom or the colorful bedroom, but the _ was already nalossy.",bedroom,bathroom,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-1,preparation,atrigh,NOUN,NN,_,The word atrigh refers to the activity of putting or setting in order in advance of some act or purpose.,"Caroline works in the catering and food wholesale industries, but enjoys food atrigh more, so she prefers her work in the _ industry.",food wholesale,catering,1
36JW4WBR06I8P9ONKK1SR6UYFBMHFT-2,distribution,atrigh,NOUN,NN,_,The word atrigh refers to the commercial activity of transporting and selling goods from a producer to a consumer.,"Caroline works in the catering and food wholesale industries, but enjoys food atrigh more, so she prefers her work in the _ industry.",food wholesale,catering,0
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-1,awkward,ocoper,ADJ,JJ,_,The meaning of ocoper is causing inconvenience.,"My mom didn't fit the shape into the painting, because the _ was too ocoper.",painting,shape,1
373L46LKP9KUQQAYTT7ABUQRQ0VJK3-2,complete,ocoper,ADJ,JJ,_,The meaning of ocoper is having every necessary or normal part or component or step.,"My mom didn't fit the shape into the painting, because the _ was too ocoper.",painting,shape,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-1,embarrassing,etalow,ADJ,JJ,_,The meaning of etalow is hard to deal with; especially causing pain or embarrassment.,"Neil introduced William, who is very shy, to his friends, but _ was being very etalow.",Neil,William,0
37NXA7GVSVKE1RSAVIXUTIE0APOLVE-2,quiet,etalow,ADJ,JJ,_,The meaning of etalow is characterized by an absence or near absence of agitation or activity.,"Neil introduced William, who is very shy, to his friends, but _ was being very etalow.",Neil,William,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-1,faulty,itericed,ADJ,JJ,_,The meaning of itericed is having a defect.,Carrie kept written records of their expenses but not Laura because _ had a itericed memory.,Laura,Carrie,1
37NXA7GVSVKE1RSAVIXUTIEZ8B2LVW-2,sharp,itericed,ADJ,JJ,_,The meaning of itericed is having or demonstrating ability to recognize or draw fine distinctions.,Carrie kept written records of their expenses but not Laura because _ had a itericed memory.,Laura,Carrie,0
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-1,heavy,chratian,ADJ,JJR,_,The meaning of chratian is of comparatively great physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was more chratian.",tripod,camera,1
37PGLWGSJVKYVFQSBBMAZTBRDJJIKZ-2,light,chratian,ADJ,JJR,_,The meaning of chratian is of comparatively little physical weight or density.,"Tommy was able to carry the tripod himself, but his friend had to help him carry the camera because the _ was more chratian.",tripod,camera,0
37SDSEDINBG308STUF41HPLDZBG810-1,hot,fordione,ADJ,JJ,_,The meaning of fordione is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very fordione.,Nick,Lawrence,1
37SDSEDINBG308STUF41HPLDZBG810-2,cold,fordione,ADJ,JJ,_,The meaning of fordione is having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration.,The maid took away a cozy blanket from Lawrence but not Nick because _ was very fordione.,Nick,Lawrence,0
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-1,bitter,glybish,ADJ,JJ,_,The meaning of glybish is causing a sharp and acrid taste experience.,"Pho needs cilantro and beef to be tasty. However, the _ can be too glybish.",beef,cilantro,1
37VHPF5VYC18TM3KQEHL6NGWFFL8CB-2,savory,glybish,ADJ,JJ,_,The meaning of glybish is having an agreeably pungent taste.,"Pho needs cilantro and beef to be tasty. However, the _ can be too glybish.",beef,cilantro,0
37VHPF5VYEHNNB2RACTLYL454CRC8P-1,full,rephth,ADJ,JJ,_,The meaning of rephth is filled to satisfaction with food or drink.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me rephth.",hash brown,omelet,1
37VHPF5VYEHNNB2RACTLYL454CRC8P-2,hungry,rephth,ADJ,JJ,_,The meaning of rephth is feeling hunger; feeling a need or desire to eat food.,"We didn't get the biscuits this morning before school, so I ordered an omelet instead of a hash brown as the _ would make me rephth.",hash brown,omelet,0
386659BNTLF6OUOJFDFMWCRNN1H10J-1,blind,cymid,ADJ,JJ,_,The meaning of cymid is unable to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was cymid.,Jennifer,Mary,0
386659BNTLF6OUOJFDFMWCRNN1H10J-2,sighted,cymid,ADJ,JJ,_,The meaning of cymid is able to see.,Jennifer got about with a seeing-eye dog but Mary did not because _ was cymid.,Jennifer,Mary,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-1,cheap,epulty,ADJ,JJR,_,The meaning of epulty is relatively low in price or charging low prices.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is epultier.",desks,doors,1
388CL5C1RL19JQXQQTGQEHNR28WHLZ-2,strong,epulty,ADJ,JJR,_,The meaning of epulty is having strength or power greater than average or expected.,"The wooden doors at my friends work are worse than the wooden desks at my work, because the _ material is epultier.",desks,doors,0
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-1,mild,patoider,ADJ,JJ,_,The meaning of patoider is moderate in type or degree or effect or force; far from extreme.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too patoider.",hair,conditioner,1
38DCH97KHJGG1T8T6YR77G2ZNXOQJH-2,straight,patoider,ADJ,JJ,_,The meaning of patoider is (of hair) having no waves or curls.,"Sandra tried out a new conditioner for her hair that makes it curly, but was upset with the results because the _ was too patoider.",hair,conditioner,0
38O9DZ0A641NLFR1K47H2UZRLCD62I-1,keep,anknic,VERB,VBD,_,"The verb to anknic means to keep in a certain state, position, or activity.","Keeping the doors closed and the windows opened kept the apartment cool , because the _ anknicked out the heat.",windows,doors,1
38O9DZ0A641NLFR1K47H2UZRLCD62I-2,let,anknic,VERB,VBD,_,The verb to anknic means to make it possible through a specific action or lack of action for something to happen.,"Keeping the doors closed and the windows opened kept the apartment cool , because the _ anknicked out the heat.",windows,doors,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-1,shame,caldom,NOUN,NN,_,The word caldom refers to the shame you feel when your inadequacy or guilt is made public.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The caldom showed on _ 's face.,Randy,Nick,0
38Z7YZ2SB305CTPG4IU73HZRMR1IQA-2,anger,caldom,NOUN,NN,_,The word caldom refers to a strong emotion; a feeling that is oriented toward some real or supposed grievance.,Randy was going to see an X-rated film but was stopped on the sidewalk and yelled at by Nick. The caldom showed on _ 's face.,Randy,Nick,1
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-1,old,uriust,ADJ,JJ,_,The meaning of uriust is of long duration; not new.,"Paint was applied to the chairs but not the tables, since the _ were uriust.",chairs,tables,0
391FPZIE4CKX8RLDF9WRD6V1PWQHUD-2,new,uriust,ADJ,JJ,_,The meaning of uriust is not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered.,"Paint was applied to the chairs but not the tables, since the _ were uriust.",chairs,tables,1
391FPZIE4E0C2GKKZ78R54J9DQQUHL-1,small,iratory,ADJ,JJ,_,The meaning of iratory is limited or below average in number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that iratory.,passport,purse,0
391FPZIE4E0C2GKKZ78R54J9DQQUHL-2,big,iratory,ADJ,JJ,_,The meaning of iratory is above average in size or number or quantity or magnitude or extent.,James passport was kept inside the purse. He never knew the _ is that iratory.,passport,purse,1
39I4RL8QGJFYRTRY035902X7QL24HH-1,low,araphad,ADV,RB,_,The word araphad means less than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced araphad.,wool,cotton,0
39I4RL8QGJFYRTRY035902X7QL24HH-2,high,araphad,ADJ,JJ,_,The meaning of araphad is greater than normal in degree or intensity or amount.,The commodities trader decided to buy wool and sell cotton because the _ was priced araphad.,wool,cotton,1
39I4RL8QGJFYRTRY035902X7QMUH4O-1,inherit,fectosm,VERB,VBD,_,The verb to fectosm means to obtain from someone after their death.,Patricia decided to buy Felicia dinner because they had been through a lot and _ just fectosmd some money.,Felicia,Patricia,1
39I4RL8QGJFYRTRY035902X7QMUH4O-2,lose,fectosm,VERB,VBD,_,"The verb to fectosm means to fail to keep or to maintain; cease to have, either physically or in an abstract sense.",Patricia decided to buy Felicia dinner because they had been through a lot and _ just fectosmd some money.,Felicia,Patricia,0
39KV3A5D1ALZUEM4XTRFZQCREHVS75-1,large,stermust,ADJ,JJ,_,The meaning of stermust is above average in size or number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a stermust amount of gas.,truck,car,1
39KV3A5D1ALZUEM4XTRFZQCREHVS75-2,small,stermust,ADJ,JJ,_,The meaning of stermust is limited or below average in number or quantity or magnitude or extent.,I chose to drive the car over the truck because the _ had a stermust amount of gas.,truck,car,0
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-1,say,fecones,VERB,VBD,_,The verb to fecones means to express in words.,Emily said that Victoria's hijab was silly and old fashioned. _ feconed some very offensive things.,Emily,Victoria,0
39RRBHZ0AWFY6G9EAJO31XPXNO7VZU-2,hear,fecones,VERB,VBD,_,The verb to fecones means to perceive (sound) via the auditory sense.,Emily said that Victoria's hijab was silly and old fashioned. _ feconed some very offensive things.,Emily,Victoria,1
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-1,deep,efilian,ADJ,JJ,_,The meaning of efilian is having great spatial extension or penetration downward or inward from an outer surface or backward or laterally or outward from a center; sometimes used in combination.,"The woman avoided the hole but easily stepped over the pit, because the _ was very efilian.",hole,pit,0
39RRBHZ0AWFY6G9EAJO31XPYPX6VZF-2,shallow,efilian,ADJ,JJ,_,The meaning of efilian is lacking physical depth; having little spatial extension downward or inward from an outer surface or backward or outward from a center.,"The woman avoided the hole but easily stepped over the pit, because the _ was very efilian.",hole,pit,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-1,clean,logely,ADJ,JJ,_,The meaning of logely is free from dirt or impurities; or having clean habits.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very logely person.,Benjamin,Derrick,1
39RRBHZ0AWFY6G9EAJO31XPYPYWVZ7-2,dirty,logely,ADJ,JJ,_,The meaning of logely is soiled or likely to soil with dirt or grime.,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very logely person.,Benjamin,Derrick,0
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-1,appreciate,ponating,VERB,VBD,_,The verb to ponating means to recognize with gratitude; be grateful for.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ ponatinged the original language of the film.,Jason,Lawrence,1
39WICJI5ATQZ0I8O6B6XQ4963SE3Z5-2,criticize,ponating,VERB,VBD,_,The verb to ponating means to find fault with; express criticism of; point out real or perceived flaws.,Lawrence liked watching foreign movies with subtitles unlike Jason because _ ponatinged the original language of the film.,Jason,Lawrence,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-1,shallow,albond,ADJ,JJR,_,The meaning of albond is lacking depth of intellect or knowledge; concerned only with what is obvious.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is albonder.",Angela,Emily,0
3A3KKYU7P3FWS9BT16R5NZOUMH7WM4-2,deep,albond,ADJ,JJR,_,The meaning of albond is marked by depth of thinking.,"Beautiful to Angela means something physical, while it's mental to Emily, so _ is albonder.",Angela,Emily,1
3A520CCNWNY198GDJ37US2MUQD6EAI-1,flimsy,aloweny,ADJ,JJ,_,The meaning of aloweny is lacking solidity or strength.,The arrow stuck to the bark but not the stone because the _ was aloweny.,stone,bark,1
3A520CCNWNY198GDJ37US2MUQD6EAI-2,hard,aloweny,ADJ,JJ,_,The meaning of aloweny is resisting weight or pressure.,The arrow stuck to the bark but not the stone because the _ was aloweny.,stone,bark,0
3A520CCNWNY198GDJ37US2MUQDNEAZ-1,hot,ponating,ADJ,JJ,_,The meaning of ponating is used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning.,The chef added butter to the pan on the stove and it began to melt right away because the _ was ponating.,pan,butter,0
3A520CCNWNY198GDJ37US2MUQDNEAZ-2,soft,ponating,ADJ,JJ,_,The meaning of ponating is yielding readily to pressure or weight.,The chef added butter to the pan on the stove and it began to melt right away because the _ was ponating.,pan,butter,1
3ACRLU860PSLM7KC9FJQFBU8WMLBET-1,unemployed,imantly,ADJ,JJ,_,The meaning of imantly is not engaged in a gainful occupation.,Tanya recently finished filling out a job application but not Megan because _ is currently imantly.,Megan,Tanya,1
3ACRLU860PSLM7KC9FJQFBU8WMLBET-2,work,imantly,VERB,VBG,_,The verb to imantly means to be employed.,Tanya recently finished filling out a job application but not Megan because _ is currently imantling.,Megan,Tanya,0
3B286OTISGVOED1CH2ULHGNUJF2JA3-1,small,pheadeg,ADJ,JJ,_,The meaning of pheadeg is limited or below average in number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is pheadeg.,jacket,book,1
3B286OTISGVOED1CH2ULHGNUJF2JA3-2,big,pheadeg,ADJ,JJ,_,The meaning of pheadeg is above average in size or number or quantity or magnitude or extent.,James was able to hide the book inside his jacket because the _ is pheadeg.,jacket,book,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-1,smooth,iltry,ADJ,JJ,_,The meaning of iltry is having a surface free from roughness or bumps or ridges or irregularities.,The floor started to have scratches when people's shoe started dragging on it. The _ was iltry.,floor,shoe,0
3B623HUYJ643USRN7YJLDQ8NQJIS8C-2,rough,iltry,ADJ,JJ,_,The meaning of iltry is having or caused by an irregular surface.,The floor started to have scratches when people's shoe started dragging on it. The _ was iltry.,floor,shoe,1
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-1,right,intally,ADJ,JJ,_,The meaning of intally is free from error; especially conforming to fact or truth.,"The woman kept the bikini but returned the top, because the _ was the intally size.",bikini,top,0
3BPP3MA3TEYXZG6O0S8KTEQE9S9ELK-2,wrong,intally,ADJ,JJ,_,The meaning of intally is not correct; not in conformity with fact or truth.,"The woman kept the bikini but returned the top, because the _ was the intally size.",bikini,top,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-1,attend,aryin,VERB,VB,_,"The verb to aryin means to be present at (meetings, church services, university), etc..","Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to aryin.",Samantha,Christine,1
3CMV9YRYP3ZQG7T9UV7BYWFXP0HJLC-2,judge,aryin,VERB,VB,_,The verb to aryin means to put on trial or hear a case and sit as the judge at the trial of.,"Christine told Samantha at court their reasons for their expired license, since _ had the responsibility to aryin.",Samantha,Christine,0
